Date,Roll No,Department,Programme,Entry Time,Exit Time
2025-12-18,ECP21111,Electronics & Communication Engineering,Ph.D. in Electronics & Communication Engineering,18:53,19:59
2024-09-22,FLB23228,Linguistics and Language Technology,BA in Chinese,23:11,02:13
2025-11-04,WSP21105,Women Study,Ph.D. in Women Study,13:24,14:05
2025-11-28,FET22096,Food Engineering & Technology,M. Tech. in Food Engineering & Technology,09:46,16:59
2025-06-08,PHB22131,Physics,Integrated B.Sc.B.Ed. (Physics Major),21:41,01:40
2025-03-29,HIP20280,Hindi,Ph.D. in Hindi,10:23,12:23
2025-07-18,BAT24103,Business Administration,Master of Tourism & Travel Management,17:45,18:49
2024-12-10,LAP20040,Law,Ph.D. in Law,12:13,16:48
2025-08-09,MCP20107,Mass Communication & Journalism,Ph.D. in Mass Communication & Journalism,12:40,14:24
2024-12-11,BAT23120,Business Administration,Master of Tourism & Travel Management,14:36,17:41
2025-08-30,CTP24263,Cultural Studies,Ph.D. in Cultural Studies,22:43,01:07
2025-01-16,BAT21198,Business Administration,Master of Tourism & Travel Management,00:04,00:45
2026-03-25,MSB25181,Mathematical Sciences,Integrated B.Sc.B.Ed. (Mathematics Major),17:41,19:51
2024-09-16,MEB24230,Mechanical Engineering,B. Tech. in Mechanical Engineering,22:19,03:00
2025-12-13,BAM22052,Business Administration,Certificate in NSE Academy Certified Capital Market,15:11,18:58
2025-06-08,ECB24054,Electronics & Communication Engineering,B. Tech. in Electronics and Comm. Engineering,18:15,00:10
2024-09-27,HIM20177,Hindi,M. A. in Hindi,11:52,13:17
2025-10-25,ENP23158,Energy,Ph.D. in Energy,22:59,01:15
2025-12-01,ENP20037,Energy,Ph.D. in Energy,00:44,03:00
2026-01-03,FET22096,Food Engineering & Technology,M. Tech. in Food Engineering & Technology,21:43,02:14
2025-02-09,MSB21082,Mathematical Sciences,Integrated B.Sc.B.Ed. (Mathematics Major),15:29,22:03
2026-02-08,FEP25127,Food Engineering & Technology,Ph.D. in Food Engineering & Technology,15:25,15:55
2025-11-23,ECB25296,Electronics & Communication Engineering,B. Tech. in Electronics and Comm. Engineering,10:29,15:05
2024-08-01,BAM21273,Business Administration,Master of Business Administration,00:11,01:20
2024-07-04,BAM23104,Business Administration,MBA (Executive) – Online/Part -time,09:00,15:10
2026-01-30,SOM21094,Sociology,M.A. in Sociology,19:01,01:01
2025-12-03,BAM25080,Business Administration,Certificate in NSE Academy Certified Capital Market,20:16,21:00
2025-02-05,FET20209,Food Engineering & Technology,M. Tech. in Food Engineering & Technology,19:18,01:13
2025-06-06,SOP21090,Sociology,Ph.D. in Sociology,16:09,21:29
2024-10-12,EGE22235,English,M. A. in English,10:01,15:48
2024-12-29,DEM21017,Design,Master of Design,01:00,03:00
2024-12-23,EDB20226,Education,B. Ed.,02:27,03:00
2026-01-23,ENE24152,Energy,M. Tech in Energy Technology,20:05,03:00
2024-07-03,HIM21244,Hindi,M. A. in Hindi,14:58,19:57
2025-04-25,SOM24143,Sociology,M.A. in Sociology,21:10,03:00
2026-03-26,ECB25296,Electronics & Communication Engineering,B. Tech. in Electronics and Comm. Engineering,10:03,12:27
2024-11-26,LAP20040,Law,Ph.D. in Law,15:22,19:55
2025-10-13,BAT21215,Business Administration,Master of Tourism & Travel Management,14:35,18:04
2024-12-12,PHM21300,Physics,M. Sc. in Physics,09:17,12:11
2026-04-19,BAT24164,Business Administration,Master of Tourism & Travel Management,17:03,23:07
2025-09-11,MSB22081,Mathematical Sciences,Integrated B.Sc.B.Ed. (Mathematics Major),09:08,14:21
2026-03-03,ECB25296,Electronics & Communication Engineering,B. Tech. in Electronics and Comm. Engineering,17:11,23:24
2025-12-30,FEB22146,Food Engineering & Technology,B. Tech. in Food Engineering and Technology,09:36,16:01
2025-02-25,SWM20030,Social Work,M. A. in Social Work,00:07,03:00
2025-06-28,CTP21207,Cultural Studies,Ph.D. in Cultural Studies,22:09,03:00
2024-11-20,PHB20074,Physics,Integrated B.Sc.B.Ed. (Physics Major),13:58,19:16
2024-05-08,MSM20132,Mathematical Sciences,M. Sc. in Mathematics,19:46,01:21
2025-08-12,FEP25272,Food Engineering & Technology,Ph.D. in Food Engineering & Technology,10:40,11:49
2024-06-12,ESE21051,Environmental Sciences,M. Sc. in Environmental Science,13:27,20:45
2024-05-22,MSM20132,Mathematical Sciences,M. Sc. in Mathematics,13:39,16:05
2026-02-01,ASM23284,Assamese,M.A. in Assamese,23:28,03:00
2025-07-28,CHM23229,Chemical Sciences,M. Sc. in Chemistry,11:07,12:15
2025-09-15,LLP24150,Linguistics and Language Technology,Ph.D. in Linguistics and Language Technology,10:01,15:56
2024-08-14,BAP24091,Business Administration,Ph.D. in Business Administration,00:05,03:00
2024-10-12,BAM20295,Business Administration,MBA (Executive) – Online/Part -time,16:14,00:07
2026-01-24,FLB21260,Linguistics and Language Technology,BA in Chinese,13:08,17:54
2025-04-06,CSP23020,Computer Science & Engineering,Ph.D. in Computer Science & Engineering,15:38,22:50
2025-06-27,LLP23033,Linguistics and Language Technology,Ph.D. in Linguistics and Language Technology,10:39,18:09
2025-10-10,CSE25114,Computer Science & Engineering,M. Tech. in Data Science,16:10,22:07
2026-02-21,BAT23120,Business Administration,Master of Tourism & Travel Management,12:53,14:41
2025-12-07,MSP22179,Mathematical Sciences,Ph.D. in Mathematical Sciences,11:36,12:58
2025-11-26,CEM25007,Civil Engineering,M. Tech. in Civil Engineering,14:25,15:08
2026-04-12,MCM23048,Mass Communication & Journalism,M. A. in Mass Communication & Journalism,00:07,03:00
2024-09-14,MRP24117,Multidisciplinary Research,Ph.D. in Multidisciplinary Research,16:44,20:29
2025-12-03,FEB24056,Food Engineering & Technology,B. Tech. in Food Engineering and Technology,00:42,03:00
2025-08-03,SOP24062,Sociology,Ph.D. in Sociology,09:50,13:07
2024-05-28,PHI20154,Physics,Integrated M. Sc. in Physics,23:50,01:20
2025-09-11,MSP20073,Mathematical Sciences,Ph.D. in Mathematical Sciences,14:26,21:15
2024-11-26,HIM21244,Hindi,M. A. in Hindi,18:47,01:33
2025-04-24,SOP24062,Sociology,Ph.D. in Sociology,19:02,00:19
2025-12-26,LLP25002,Linguistics and Language Technology,Ph.D. in Linguistics and Language Technology,02:00,03:00
2025-04-23,BAM20295,Business Administration,MBA (Executive) – Online/Part -time,09:33,16:26
2025-11-28,PHP23245,Physics,Ph.D. in Physics,09:52,17:27
2025-03-16,PHM21075,Physics,M. Sc. in Physics,13:25,16:12
2024-07-30,EDM22149,Education,M. A. in Education,01:20,03:00
2025-04-16,BAP20241,Business Administration,Ph.D. in Business Administration,18:06,20:20
2024-10-27,CST21178,Computer Science & Engineering,M. Tech. in Computer Science and Engineering,14:28,22:27
2025-05-29,BAT23120,Business Administration,Master of Tourism & Travel Management,14:12,19:02
2025-09-05,MSM20287,Mathematical Sciences,M. Sc. in Mathematics,18:57,20:44
2024-09-04,MEB24230,Mechanical Engineering,B. Tech. in Mechanical Engineering,00:05,03:00
2025-03-23,CHP22257,Chemical Sciences,Ph.D. in Chemical Sciences,17:43,18:18
2025-12-16,FET22096,Food Engineering & Technology,M. Tech. in Food Engineering & Technology,18:23,01:20
2025-10-31,SOM23217,Sociology,M.A. in Sociology,12:20,13:25
2025-01-18,MSI20156,Mathematical Sciences,Integrated M. Sc. in Mathematics,17:50,19:04
2025-02-03,CHM21095,Chemical Sciences,M. Sc. in Chemistry,23:18,03:00
2024-10-26,HIM20177,Hindi,M. A. in Hindi,16:10,20:22
2025-12-09,MSI25234,Mathematical Sciences,Integrated M. Sc. in Mathematics,17:30,22:54
2026-04-09,FEP25272,Food Engineering & Technology,Ph.D. in Food Engineering & Technology,14:36,16:11
2025-12-06,BAP24091,Business Administration,Ph.D. in Business Administration,13:39,21:27
2024-07-10,HIM23113,Hindi,M. A. in Hindi,20:04,03:00
2025-12-01,ESE21051,Environmental Sciences,M. Sc. in Environmental Science,20:54,03:00
2025-09-29,MBP20219,Molecular Biology & Biotechnology,Ph.D. in Molecular Biology & Biotechnology,17:42,22:04
2024-06-13,BAP21032,Business Administration,Ph.D. in Business Administration,00:48,03:00
2025-08-13,MEB25072,Mechanical Engineering,B. Tech. in Mechanical Engineering,01:48,03:00
2025-11-22,EDM20259,Education,M. A. in Education,19:00,19:48
2026-04-03,COP24039,Commerce,Ph.D. in Commerce,23:47,02:35
2025-07-11,FEB23227,Food Engineering & Technology,B. Tech. in Food Engineering and Technology,02:29,03:00
2024-12-04,DEM21290,Design,Master of Design,17:57,01:27
2025-08-21,SOP24062,Sociology,Ph.D. in Sociology,19:13,00:36
2026-01-05,MCM24029,Mass Communication & Journalism,M. A. in Mass Communication & Journalism,20:27,00:22
2024-10-06,FEB23047,Food Engineering & Technology,B. Tech. in Food Engineering and Technology,09:33,10:52
2025-01-15,MSP24282,Mathematical Sciences,Ph.D. in Mathematical Sciences,16:19,21:24
2025-11-22,EGE22235,English,M. A. in English,21:02,03:00
2024-08-31,BAT24164,Business Administration,Master of Tourism & Travel Management,17:24,00:07
2026-01-04,MEB22059,Mechanical Engineering,B. Tech. in Mechanical Engineering,14:56,16:08
2026-02-15,SOM24060,Sociology,M.A. in Sociology,23:48,03:00
2024-06-25,EDP20006,Education,Ph.D. in Education,16:53,20:56
2024-08-14,WSP22061,Women Study,Ph.D. in Women Study,21:40,01:46
2026-01-23,SOM21094,Sociology,M.A. in Sociology,18:32,21:41
2024-07-11,CEB21266,Civil Engineering,B. Tech. in Civil Engineering,10:29,11:22
2025-06-21,COP24039,Commerce,Ph.D. in Commerce,13:37,19:46
2026-02-11,ECP21111,Electronics & Communication Engineering,Ph.D. in Electronics & Communication Engineering,10:43,12:47
2025-01-15,MSP20073,Mathematical Sciences,Ph.D. in Mathematical Sciences,00:12,01:02
2024-08-22,MSP20170,Mathematical Sciences,Ph.D. in Mathematical Sciences,15:27,17:40
2025-10-03,ESP22011,Environmental Sciences,Ph.D. in Environmental Sciences,01:26,03:00
2025-09-11,CSE25114,Computer Science & Engineering,M. Tech. in Data Science,23:24,00:34
2024-07-08,ESE21051,Environmental Sciences,M. Sc. in Environmental Science,11:12,19:12
2025-10-22,ENE24069,Energy,M. Tech in Energy Technology,12:26,17:31
2024-12-03,SOM24060,Sociology,M.A. in Sociology,10:41,18:24
2026-03-26,EGP22186,English,Ph.D. in English,14:56,20:51
2026-03-01,MBM25014,Molecular Biology & Biotechnology,M. Sc. in Molecular Biology and Biotechnology,09:34,14:53
2025-04-04,EGP22186,English,Ph.D. in English,13:26,18:08
2025-04-04,FLB23255,Linguistics and Language Technology,BA in Chinese,12:01,15:20
2025-01-17,MSM22298,Mathematical Sciences,M. Sc. in Mathematics,16:36,21:12
2025-02-02,HIP20165,Hindi,Ph.D. in Hindi,15:48,23:17
2025-07-21,SOM24060,Sociology,M.A. in Sociology,00:13,03:00
2025-07-29,APP21028,Applied Sciences,Ph.D. in Applied Sciences,16:53,20:54
2025-02-18,EDP21076,Education,Ph.D. in Education,20:00,03:00
2025-02-27,DEP20046,Design,Ph.D. in Design,18:45,23:22
2024-09-19,EDP20006,Education,Ph.D. in Education,09:37,10:18
2026-04-02,FET22096,Food Engineering & Technology,M. Tech. in Food Engineering & Technology,19:06,23:24
2026-02-08,HIM20177,Hindi,M. A. in Hindi,01:31,03:00
2026-02-06,LAP25185,Law,Ph.D. in Law,09:12,16:07
2025-09-11,PHB21256,Physics,Integrated B.Sc.B.Ed. (Physics Major),12:33,15:03
2026-02-14,CHP22257,Chemical Sciences,Ph.D. in Chemical Sciences,10:53,18:00
2025-06-26,MSM20132,Mathematical Sciences,M. Sc. in Mathematics,10:06,14:50
2025-06-25,BAM23104,Business Administration,MBA (Executive) – Online/Part -time,22:29,02:16
2025-06-27,MEP24125,Mechanical Engineering,Ph.D. in Mechanical Engineering,16:39,22:21
2024-12-03,EEP23236,Electrical Engineering,Ph.D. in Electrical Engineering,16:34,19:19
2025-11-11,MCM24137,Mass Communication & Journalism,M. A. in Mass Communication & Journalism,01:22,03:00
2026-01-06,BAM21273,Business Administration,Master of Business Administration,01:33,03:00
2025-09-03,MSB25063,Mathematical Sciences,Integrated B.Sc.B.Ed. (Mathematics Major),22:26,01:46
2024-10-10,SWM20030,Social Work,M. A. in Social Work,19:49,02:31
2024-09-06,PHM21075,Physics,M. Sc. in Physics,14:58,21:27
2024-05-02,COI23128,Commerce,Integrated M. Com.,16:04,20:34
2025-10-03,BAM20295,Business Administration,MBA (Executive) – Online/Part -time,00:00,00:33
2024-10-31,SOM22025,Sociology,M.A. in Sociology,12:22,19:14
2024-09-15,EGP20243,English,Ph.D. in English,15:04,16:43
2024-12-20,BAM23104,Business Administration,MBA (Executive) – Online/Part -time,14:44,21:03
2025-05-02,FET22096,Food Engineering & Technology,M. Tech. in Food Engineering & Technology,16:22,23:07
2025-07-13,BAT21215,Business Administration,Master of Tourism & Travel Management,01:39,03:00
2024-10-22,CTP23109,Cultural Studies,Ph.D. in Cultural Studies,22:01,02:33
2026-03-02,ASM23284,Assamese,M.A. in Assamese,02:05,03:00
2025-09-22,LAP22136,Law,Ph.D. in Law,19:32,21:46
2025-08-20,MEB25072,Mechanical Engineering,B. Tech. in Mechanical Engineering,10:03,13:13
2024-09-04,MBP20219,Molecular Biology & Biotechnology,Ph.D. in Molecular Biology & Biotechnology,17:03,00:55
2025-02-27,MRP20089,Multidisciplinary Research,Ph.D. in Multidisciplinary Research,19:10,21:14
2025-06-28,EGI21049,English,Integrated M.A. in English,15:06,17:14
2025-08-16,CSP25197,Computer Science & Engineering,Ph.D. in Computer Science & Engineering,09:21,16:33
2025-01-20,MSP20073,Mathematical Sciences,Ph.D. in Mathematical Sciences,12:41,15:49
2024-10-19,MSI20156,Mathematical Sciences,Integrated M. Sc. in Mathematics,16:52,23:59
2025-01-28,CTP24263,Cultural Studies,Ph.D. in Cultural Studies,16:09,21:38
2026-03-04,FEB23227,Food Engineering & Technology,B. Tech. in Food Engineering and Technology,09:06,10:04
2024-08-25,PHB21147,Physics,Integrated B.Sc.B.Ed. (Physics Major),16:10,18:56
2025-02-09,BAT21198,Business Administration,Master of Tourism & Travel Management,23:45,01:23
2025-04-12,ECP21111,Electronics & Communication Engineering,Ph.D. in Electronics & Communication Engineering,18:06,21:06
2025-03-17,ENE24194,Energy,M. Tech in Energy Technology,19:00,23:20
2025-08-04,MEP22142,Mechanical Engineering,Ph.D. in Mechanical Engineering,20:38,02:12
2025-07-01,BAM21273,Business Administration,Master of Business Administration,15:32,18:27
2026-01-16,EDT25237,Electronics & Communication Engineering,M. Tech. in Electronics Design & Technology,16:56,00:12
2024-08-25,ECS20126,Electronics & Communication Engineering,M. Tech. in Semiconductor Technology,09:06,13:33
2025-03-08,MSB22162,Mathematical Sciences,Integrated B.Sc.B.Ed. (Mathematics Major),14:55,17:52
2025-03-24,CST21178,Computer Science & Engineering,M. Tech. in Computer Science and Engineering,09:41,10:18
2025-03-10,FLB23255,Linguistics and Language Technology,BA in Chinese,18:38,01:26
2026-01-27,ENE24194,Energy,M. Tech in Energy Technology,16:54,20:12
2025-08-22,EEP22174,Electrical Engineering,Ph.D. in Electrical Engineering,09:02,09:38
2025-07-19,ECS23288,Electronics & Communication Engineering,M. Tech. in Semiconductor Technology,12:48,19:57
2025-05-04,EEB21053,Electrical Engineering,B. Tech. in Electrical Engineering,16:20,19:59
2025-06-03,HIM22084,Hindi,M. A. in Hindi,09:47,15:58
2024-10-07,MCP21098,Mass Communication & Journalism,Ph.D. in Mass Communication & Journalism,18:09,23:21
2024-10-13,EEB24224,Electrical Engineering,B. Tech. in Electrical Engineering,10:08,12:54
2025-06-24,MCP21098,Mass Communication & Journalism,Ph.D. in Mass Communication & Journalism,18:24,23:11
2024-10-27,ECD20189,Electronics & Communication Engineering,M. Tech in Bioelectronics,19:33,00:39
2024-07-08,MBM23264,Molecular Biology & Biotechnology,M. Sc. in Molecular Biology and Biotechnology,22:43,23:16
2024-06-03,APP21285,Applied Sciences,Ph.D. in Applied Sciences,12:28,16:30
2025-12-02,DEP20046,Design,Ph.D. in Design,21:56,23:52
2026-05-03,MBI25058,Molecular Biology & Biotechnology,Integrated M.Sc. Life Science,01:19,03:00
2025-02-26,EDP20006,Education,Ph.D. in Education,12:17,16:16
2025-10-01,HIM21244,Hindi,M. A. in Hindi,19:26,20:16
2024-11-07,COP24039,Commerce,Ph.D. in Commerce,20:14,03:00
2025-10-12,ASP24139,Assamese,Ph.D. in Assamese,11:06,15:56
2025-03-01,ENP21038,Energy,Ph.D. in Energy,21:19,23:40
2026-03-02,DEM22034,Design,Master of Design,16:16,21:29
2024-11-24,EDB20226,Education,B. Ed.,09:48,11:25
2026-03-27,ESP25214,Environmental Sciences,Ph.D. in Environmental Sciences,11:24,15:36
2024-11-16,ENE24194,Energy,M. Tech in Energy Technology,10:57,14:27
2026-03-26,CHB20055,Chemical Sciences,Integrated B.Sc.B.Ed. (Chemistry Major),20:23,00:50
2026-04-09,BAM20295,Business Administration,MBA (Executive) – Online/Part -time,09:50,16:08
2026-04-13,CHB20055,Chemical Sciences,Integrated B.Sc.B.Ed. (Chemistry Major),21:43,00:38
2025-08-28,SWM24175,Social Work,M. A. in Social Work,20:35,22:32
2024-09-11,MSM20132,Mathematical Sciences,M. Sc. in Mathematics,16:51,20:11
2025-10-01,FET25012,Food Engineering & Technology,M. Tech. in Food Engineering & Technology,18:02,18:51
2026-04-13,COI23128,Commerce,Integrated M. Com.,13:25,15:10
2025-09-25,FEP25272,Food Engineering & Technology,Ph.D. in Food Engineering & Technology,13:18,17:44
2026-01-25,CEM24183,Civil Engineering,M. Tech. in Civil Engineering,00:20,03:00
2025-06-27,CSB21015,Computer Science & Engineering,B. Tech. in Computer Science and Engineering,21:29,01:27
2025-07-26,BAT21166,Business Administration,Master of Tourism & Travel Management,10:45,12:56
2025-05-02,CHM23087,Chemical Sciences,M. Sc. in Chemistry,20:58,22:42
2024-07-14,ENP23158,Energy,Ph.D. in Energy,14:35,18:47
2025-11-11,LLP25002,Linguistics and Language Technology,Ph.D. in Linguistics and Language Technology,13:04,20:00
2025-08-01,WSP21105,Women Study,Ph.D. in Women Study,00:00,03:00
2024-08-13,EDM22149,Education,M. A. in Education,17:38,19:50
2025-11-01,ASM21202,Assamese,M.A. in Assamese,13:38,15:24
2026-02-21,ECP21111,Electronics & Communication Engineering,Ph.D. in Electronics & Communication Engineering,18:55,19:27
2025-05-17,COM23190,Commerce,M.Com,18:36,23:49
2026-02-08,COP21145,Commerce,Ph.D. in Commerce,09:25,16:56
2024-06-02,HIM22084,Hindi,M. A. in Hindi,23:34,03:00
2024-05-30,MEP23212,Mechanical Engineering,Ph.D. in Mechanical Engineering,00:40,03:00
2024-12-10,ESP22011,Environmental Sciences,Ph.D. in Environmental Sciences,23:02,00:52
2026-01-05,LAP22204,Law,Ph.D. in Law,23:19,03:00
2025-05-29,EDP21076,Education,Ph.D. in Education,01:42,03:00
2025-02-27,HIM22084,Hindi,M. A. in Hindi,01:48,03:00
2026-02-24,MEM20045,Mechanical Engineering,M. Tech in Mechanical Engineering,21:11,03:00
2026-04-14,CSP25197,Computer Science & Engineering,Ph.D. in Computer Science & Engineering,16:47,18:48
2025-11-06,CEM25007,Civil Engineering,M. Tech. in Civil Engineering,15:21,20:21
2025-04-08,BAT24164,Business Administration,Master of Tourism & Travel Management,01:11,03:00
2025-12-26,MCM24029,Mass Communication & Journalism,M. A. in Mass Communication & Journalism,14:57,21:06
2025-04-26,LAP22204,Law,Ph.D. in Law,15:02,19:59
2025-09-21,LAM22176,Law,LLM,10:54,14:45
2025-05-08,PHP23245,Physics,Ph.D. in Physics,23:50,03:00
2024-10-08,CSP22124,Computer Science & Engineering,Ph.D. in Computer Science & Engineering,01:40,02:46
2024-11-03,ENP20037,Energy,Ph.D. in Energy,16:08,21:40
2025-11-01,EDB20226,Education,B. Ed.,23:33,03:00
2025-10-05,FEB20005,Food Engineering & Technology,B. Tech. in Food Engineering and Technology,14:18,15:17
2026-03-19,SOP25159,Sociology,Ph.D. in Sociology,01:36,03:00
2025-12-23,CSE22231,Computer Science & Engineering,M. Tech. in Data Science,00:33,03:00
