Date,Roll No,Department,Programme,Entry Time,Exit Time,Study_Duration_Hours,Entry_Hour
2025-04-17,MEM20045,Mechanical Engineering,M. Tech in Mechanical Engineering,2026-05-06 19:06:00,2026-05-06 01:58:00,-17.133333333333333,19
2025-01-08,SOM24143,Sociology,M.A. in Sociology,2026-05-06 15:52:00,2026-05-06 17:32:00,1.6666666666666667,15
2025-08-18,EDT20294,Electronics & Communication Engineering,M. Tech. in Electronics Design & Technology,2026-05-06 14:04:00,2026-05-06 17:17:00,3.216666666666667,14
2025-12-23,CHB20055,Chemical Sciences,Integrated B.Sc.B.Ed. (Chemistry Major),2026-05-06 01:41:00,2026-05-06 03:00:00,1.3166666666666667,1
2025-03-16,ECS23288,Electronics & Communication Engineering,M. Tech. in Semiconductor Technology,2026-05-06 15:02:00,2026-05-06 19:46:00,4.733333333333333,15
2026-02-27,MRP25163,Multidisciplinary Research,Ph.D. in Multidisciplinary Research,2026-05-06 09:17:00,2026-05-06 13:43:00,4.433333333333334,9
2024-10-21,COP21145,Commerce,Ph.D. in Commerce,2026-05-06 16:56:00,2026-05-06 21:40:00,4.733333333333333,16
2024-11-25,PHP23245,Physics,Ph.D. in Physics,2026-05-06 20:00:00,2026-05-06 23:26:00,3.433333333333333,20
2025-12-09,APP25205,Applied Sciences,Ph.D. in Applied Sciences,2026-05-06 18:39:00,2026-05-06 01:59:00,-16.666666666666668,18
2025-01-21,EGI21283,English,Integrated M.A. in English,2026-05-06 23:35:00,2026-05-06 03:00:00,-20.583333333333332,23
2026-02-23,ECB24054,Electronics & Communication Engineering,B. Tech. in Electronics and Comm. Engineering,2026-05-06 16:08:00,2026-05-06 21:06:00,4.966666666666667,16
2025-07-16,MSM24200,Mathematical Sciences,M. Sc. in Mathematics,2026-05-06 13:05:00,2026-05-06 19:35:00,6.5,13
2024-12-18,PHM20115,Physics,M. Sc. in Physics,2026-05-06 17:43:00,2026-05-06 00:42:00,-17.016666666666666,17
2026-01-23,PHP25250,Physics,Ph.D. in Physics,2026-05-06 11:37:00,2026-05-06 12:20:00,0.7166666666666667,11
2024-10-22,ECS20126,Electronics & Communication Engineering,M. Tech. in Semiconductor Technology,2026-05-06 12:05:00,2026-05-06 14:56:00,2.85,12
2025-09-24,BAM20070,Business Administration,MBA (Executive) – Online/Part -time,2026-05-06 18:59:00,2026-05-06 20:18:00,1.3166666666666667,18
2025-10-27,EGE25271,English,M. A. in English,2026-05-06 09:19:00,2026-05-06 14:35:00,5.266666666666667,9
2025-04-06,PHM21075,Physics,M. Sc. in Physics,2026-05-06 18:03:00,2026-05-06 01:27:00,-16.6,18
2024-11-25,COM23190,Commerce,M.Com,2026-05-06 21:16:00,2026-05-06 03:00:00,-18.266666666666666,21
2024-05-23,EEB23065,Electrical Engineering,B. Tech. in Electrical Engineering,2026-05-06 18:51:00,2026-05-06 22:01:00,3.1666666666666665,18
2024-10-14,APP21028,Applied Sciences,Ph.D. in Applied Sciences,2026-05-06 18:49:00,2026-05-06 00:37:00,-18.2,18
2025-09-29,EEP21016,Electrical Engineering,Ph.D. in Electrical Engineering,2026-05-06 22:03:00,2026-05-06 00:56:00,-21.116666666666667,22
2025-02-21,FET22096,Food Engineering & Technology,M. Tech. in Food Engineering & Technology,2026-05-06 13:43:00,2026-05-06 20:32:00,6.816666666666666,13
2024-11-25,PHI21225,Physics,Integrated M. Sc. in Physics,2026-05-06 20:27:00,2026-05-06 01:28:00,-18.983333333333334,20
2025-12-22,CEM25182,Civil Engineering,M. Tech. in Civil Engineering,2026-05-06 23:22:00,2026-05-06 00:45:00,-22.616666666666667,23
2025-09-05,EGE25271,English,M. A. in English,2026-05-06 16:18:00,2026-05-06 21:56:00,5.633333333333334,16
2025-10-06,HIP21247,Hindi,Ph.D. in Hindi,2026-05-06 09:40:00,2026-05-06 13:46:00,4.1,9
2025-09-08,FEP25116,Food Engineering & Technology,Ph.D. in Food Engineering & Technology,2026-05-06 00:57:00,2026-05-06 03:00:00,2.05,0
2024-07-19,CSP22124,Computer Science & Engineering,Ph.D. in Computer Science & Engineering,2026-05-06 18:19:00,2026-05-06 22:17:00,3.966666666666667,18
2025-07-11,EGI22108,English,Integrated M.A. in English,2026-05-06 00:04:00,2026-05-06 03:00:00,2.933333333333333,0
2025-10-17,EDE23249,Education,M. Ed.,2026-05-06 14:50:00,2026-05-06 18:41:00,3.85,14
2024-12-18,ECP23238,Electronics & Communication Engineering,Ph.D. in Electronics & Communication Engineering,2026-05-06 23:53:00,2026-05-06 03:00:00,-20.883333333333333,23
2026-02-01,COM21134,Commerce,M.Com,2026-05-06 15:57:00,2026-05-06 20:21:00,4.4,15
2025-12-18,EDP22251,Education,Ph.D. in Education,2026-05-06 15:09:00,2026-05-06 20:53:00,5.733333333333333,15
2025-02-03,MBM24277,Molecular Biology & Biotechnology,M. Sc. in Molecular Biology and Biotechnology,2026-05-06 19:26:00,2026-05-06 01:59:00,-17.45,19
2024-07-30,BAM23104,Business Administration,MBA (Executive) – Online/Part -time,2026-05-06 21:09:00,2026-05-06 23:21:00,2.2,21
2024-06-17,CSE22231,Computer Science & Engineering,M. Tech. in Data Science,2026-05-06 12:22:00,2026-05-06 16:23:00,4.016666666666667,12
2026-04-19,ECS20085,Electronics & Communication Engineering,M. Tech. in Semiconductor Technology,2026-05-06 12:31:00,2026-05-06 17:04:00,4.55,12
2025-08-05,MSP24282,Mathematical Sciences,Ph.D. in Mathematical Sciences,2026-05-06 20:08:00,2026-05-06 02:30:00,-17.633333333333333,20
2025-08-14,MSM24200,Mathematical Sciences,M. Sc. in Mathematics,2026-05-06 18:56:00,2026-05-06 02:11:00,-16.75,18
2026-01-03,MSB25063,Mathematical Sciences,Integrated B.Sc.B.Ed. (Mathematics Major),2026-05-06 19:05:00,2026-05-06 01:44:00,-17.35,19
2024-11-07,MSP20170,Mathematical Sciences,Ph.D. in Mathematical Sciences,2026-05-06 22:07:00,2026-05-06 00:01:00,-22.1,22
2024-06-10,LAP22136,Law,Ph.D. in Law,2026-05-06 13:29:00,2026-05-06 19:57:00,6.466666666666667,13
2026-03-18,LAP25185,Law,Ph.D. in Law,2026-05-06 18:30:00,2026-05-06 22:33:00,4.05,18
2025-03-04,CSB22064,Computer Science & Engineering,B. Tech. in Computer Science and Engineering,2026-05-06 10:15:00,2026-05-06 17:13:00,6.966666666666667,10
2024-12-05,PHP23122,Physics,Ph.D. in Physics,2026-05-06 09:19:00,2026-05-06 10:03:00,0.7333333333333333,9
2026-01-25,MSP24282,Mathematical Sciences,Ph.D. in Mathematical Sciences,2026-05-06 10:38:00,2026-05-06 11:34:00,0.9333333333333333,10
2024-12-22,PHI23019,Physics,Integrated M. Sc. in Physics,2026-05-06 01:00:00,2026-05-06 03:00:00,2.0,1
2024-07-26,ASP22299,Assamese,Ph.D. in Assamese,2026-05-06 12:56:00,2026-05-06 17:48:00,4.866666666666666,12
2025-10-07,COM25133,Commerce,M.Com,2026-05-06 09:59:00,2026-05-06 11:42:00,1.7166666666666666,9
2025-12-30,FET20209,Food Engineering & Technology,M. Tech. in Food Engineering & Technology,2026-05-06 11:01:00,2026-05-06 16:25:00,5.4,11
2024-09-30,MSM20287,Mathematical Sciences,M. Sc. in Mathematics,2026-05-06 19:04:00,2026-05-06 23:35:00,4.516666666666667,19
2025-07-08,SOM24293,Sociology,M.A. in Sociology,2026-05-06 22:07:00,2026-05-06 03:00:00,-19.116666666666667,22
2025-12-19,BAM22077,Business Administration,Master of Business Administration,2026-05-06 12:18:00,2026-05-06 16:18:00,4.0,12
2026-01-10,EGE23009,English,M. A. in English,2026-05-06 23:22:00,2026-05-06 03:00:00,-20.366666666666667,23
2024-11-28,ENE24194,Energy,M. Tech in Energy Technology,2026-05-06 23:10:00,2026-05-06 00:41:00,-22.483333333333334,23
2025-08-25,CSE25114,Computer Science & Engineering,M. Tech. in Data Science,2026-05-06 12:13:00,2026-05-06 17:18:00,5.083333333333333,12
2024-09-27,ECS20126,Electronics & Communication Engineering,M. Tech. in Semiconductor Technology,2026-05-06 02:19:00,2026-05-06 03:00:00,0.6833333333333333,2
2024-08-07,CHB20055,Chemical Sciences,Integrated B.Sc.B.Ed. (Chemistry Major),2026-05-06 17:59:00,2026-05-06 01:06:00,-16.883333333333333,17
2024-10-04,EDP21076,Education,Ph.D. in Education,2026-05-06 15:24:00,2026-05-06 17:38:00,2.2333333333333334,15
2024-05-13,EGI20110,English,Integrated M.A. in English,2026-05-06 20:15:00,2026-05-06 23:34:00,3.316666666666667,20
2026-03-04,MEP22142,Mechanical Engineering,Ph.D. in Mechanical Engineering,2026-05-06 23:40:00,2026-05-06 01:59:00,-21.683333333333334,23
2025-08-30,CEP21078,Civil Engineering,Ph.D. in Civil Engineering,2026-05-06 00:22:00,2026-05-06 03:00:00,2.6333333333333333,0
2025-06-19,MSP22179,Mathematical Sciences,Ph.D. in Mathematical Sciences,2026-05-06 09:24:00,2026-05-06 15:06:00,5.7,9
2025-11-03,LLP25002,Linguistics and Language Technology,Ph.D. in Linguistics and Language Technology,2026-05-06 21:32:00,2026-05-06 00:00:00,-21.533333333333335,21
2025-03-01,PHM21196,Physics,M. Sc. in Physics,2026-05-06 10:31:00,2026-05-06 14:13:00,3.7,10
2026-01-07,EEP22071,Electrical Engineering,Ph.D. in Electrical Engineering,2026-05-06 12:51:00,2026-05-06 14:35:00,1.7333333333333334,12
2024-10-16,EEB20265,Electrical Engineering,B. Tech. in Electrical Engineering,2026-05-06 17:48:00,2026-05-06 19:09:00,1.35,17
2024-09-01,CSP23239,Computer Science & Engineering,Ph.D. in Computer Science & Engineering,2026-05-06 11:23:00,2026-05-06 13:47:00,2.4,11
2025-10-26,LLP20138,Linguistics and Language Technology,Ph.D. in Linguistics and Language Technology,2026-05-06 21:44:00,2026-05-06 23:21:00,1.6166666666666667,21
2024-08-06,PHP23122,Physics,Ph.D. in Physics,2026-05-06 15:01:00,2026-05-06 18:16:00,3.25,15
2024-05-17,MSB22162,Mathematical Sciences,Integrated B.Sc.B.Ed. (Mathematics Major),2026-05-06 20:07:00,2026-05-06 21:12:00,1.0833333333333333,20
2025-09-13,MEB22066,Mechanical Engineering,B. Tech. in Mechanical Engineering,2026-05-06 12:02:00,2026-05-06 13:39:00,1.6166666666666667,12
2024-11-02,EGL24013,Linguistics and Language Technology,M. A. in Linguistics & Languages Technology,2026-05-06 11:53:00,2026-05-06 19:46:00,7.883333333333334,11
2025-01-15,WSM23031,Women Study,M. A. in Women Studies,2026-05-06 22:02:00,2026-05-06 03:00:00,-19.033333333333335,22
2024-08-30,PHP23245,Physics,Ph.D. in Physics,2026-05-06 17:21:00,2026-05-06 19:30:00,2.15,17
2025-12-21,BAT21166,Business Administration,Master of Tourism & Travel Management,2026-05-06 13:46:00,2026-05-06 15:06:00,1.3333333333333333,13
2025-11-04,ESP25214,Environmental Sciences,Ph.D. in Environmental Sciences,2026-05-06 17:30:00,2026-05-06 20:45:00,3.25,17
2025-02-16,ASM23199,Assamese,M.A. in Assamese,2026-05-06 10:14:00,2026-05-06 16:27:00,6.216666666666667,10
2026-02-05,PHP25250,Physics,Ph.D. in Physics,2026-05-06 10:42:00,2026-05-06 13:52:00,3.1666666666666665,10
2025-01-14,ECD20189,Electronics & Communication Engineering,M. Tech in Bioelectronics,2026-05-06 13:29:00,2026-05-06 19:21:00,5.866666666666666,13
2026-02-02,CSB22064,Computer Science & Engineering,B. Tech. in Computer Science and Engineering,2026-05-06 17:19:00,2026-05-06 23:25:00,6.1,17
2025-07-16,SWM20030,Social Work,M. A. in Social Work,2026-05-06 14:06:00,2026-05-06 15:53:00,1.7833333333333334,14
2025-08-30,CTP23109,Cultural Studies,Ph.D. in Cultural Studies,2026-05-06 20:47:00,2026-05-06 01:07:00,-19.666666666666668,20
2025-04-27,MEB24123,Mechanical Engineering,B. Tech. in Mechanical Engineering,2026-05-06 12:58:00,2026-05-06 17:41:00,4.716666666666667,12
2024-10-23,EDB20226,Education,B. Ed.,2026-05-06 23:32:00,2026-05-06 03:00:00,-20.533333333333335,23
2024-11-02,EDP22251,Education,Ph.D. in Education,2026-05-06 21:02:00,2026-05-06 21:43:00,0.6833333333333333,21
2024-09-30,EGP20243,English,Ph.D. in English,2026-05-06 15:00:00,2026-05-06 16:21:00,1.35,15
2026-05-02,ECB25001,Electronics & Communication Engineering,B. Tech. in Electronics and Comm. Engineering,2026-05-06 14:23:00,2026-05-06 16:22:00,1.9833333333333334,14
2024-10-30,HIM20022,Hindi,M. A. in Hindi,2026-05-06 21:08:00,2026-05-06 21:43:00,0.5833333333333334,21
2024-10-07,WSM23031,Women Study,M. A. in Women Studies,2026-05-06 13:44:00,2026-05-06 17:15:00,3.5166666666666666,13
2024-10-07,PHM21075,Physics,M. Sc. in Physics,2026-05-06 11:54:00,2026-05-06 18:47:00,6.883333333333334,11
2025-11-27,MBP25192,Molecular Biology & Biotechnology,Ph.D. in Molecular Biology & Biotechnology,2026-05-06 20:36:00,2026-05-06 00:59:00,-19.616666666666667,20
2026-01-14,BAM20295,Business Administration,MBA (Executive) – Online/Part -time,2026-05-06 10:11:00,2026-05-06 15:08:00,4.95,10
2024-10-20,MSM20287,Mathematical Sciences,M. Sc. in Mathematics,2026-05-06 14:53:00,2026-05-06 20:13:00,5.333333333333333,14
2024-12-02,MBM23264,Molecular Biology & Biotechnology,M. Sc. in Molecular Biology and Biotechnology,2026-05-06 19:26:00,2026-05-06 21:46:00,2.3333333333333335,19
2024-07-02,SOM21094,Sociology,M.A. in Sociology,2026-05-06 09:05:00,2026-05-06 15:24:00,6.316666666666666,9
2025-09-25,COP21145,Commerce,Ph.D. in Commerce,2026-05-06 16:04:00,2026-05-06 18:35:00,2.5166666666666666,16
2025-09-30,FEP25272,Food Engineering & Technology,Ph.D. in Food Engineering & Technology,2026-05-06 11:45:00,2026-05-06 16:44:00,4.983333333333333,11
2025-10-24,SWM20030,Social Work,M. A. in Social Work,2026-05-06 14:02:00,2026-05-06 19:08:00,5.1,14
2026-01-03,CTP23109,Cultural Studies,Ph.D. in Cultural Studies,2026-05-06 20:10:00,2026-05-06 22:35:00,2.4166666666666665,20
2024-12-15,CEB24155,Civil Engineering,B. Tech. in Civil Engineering,2026-05-06 12:16:00,2026-05-06 15:58:00,3.7,12
2025-02-14,CSB22064,Computer Science & Engineering,B. Tech. in Computer Science and Engineering,2026-05-06 09:39:00,2026-05-06 16:31:00,6.866666666666666,9
2025-04-20,ASP22299,Assamese,Ph.D. in Assamese,2026-05-06 19:07:00,2026-05-06 22:05:00,2.966666666666667,19
2025-07-08,EDP20006,Education,Ph.D. in Education,2026-05-06 13:46:00,2026-05-06 21:23:00,7.616666666666666,13
2025-04-12,MSI20156,Mathematical Sciences,Integrated M. Sc. in Mathematics,2026-05-06 09:47:00,2026-05-06 16:31:00,6.733333333333333,9
2025-06-01,FLB23228,Linguistics and Language Technology,BA in Chinese,2026-05-06 11:48:00,2026-05-06 18:54:00,7.1,11
2024-06-19,BAT21215,Business Administration,Master of Tourism & Travel Management,2026-05-06 22:06:00,2026-05-06 03:00:00,-19.1,22
2026-02-06,BAT21215,Business Administration,Master of Tourism & Travel Management,2026-05-06 22:05:00,2026-05-06 02:44:00,-19.35,22
2025-05-03,EDM22149,Education,M. A. in Education,2026-05-06 13:09:00,2026-05-06 21:03:00,7.9,13
2025-11-17,EDE25291,Education,M. Ed.,2026-05-06 21:03:00,2026-05-06 03:00:00,-18.05,21
2025-10-20,MEB24230,Mechanical Engineering,B. Tech. in Mechanical Engineering,2026-05-06 19:45:00,2026-05-06 02:32:00,-17.216666666666665,19
2025-10-22,HIM23113,Hindi,M. A. in Hindi,2026-05-06 18:05:00,2026-05-06 22:44:00,4.65,18
2026-03-17,MCM23048,Mass Communication & Journalism,M. A. in Mass Communication & Journalism,2026-05-06 23:47:00,2026-05-06 03:00:00,-20.783333333333335,23
2026-01-08,ESE20233,Environmental Sciences,M. Sc. in Environmental Science,2026-05-06 23:13:00,2026-05-06 02:26:00,-20.783333333333335,23
2024-08-17,EEP20274,Electrical Engineering,Ph.D. in Electrical Engineering,2026-05-06 10:07:00,2026-05-06 15:35:00,5.466666666666667,10
2025-08-05,CTP24102,Cultural Studies,Ph.D. in Cultural Studies,2026-05-06 19:14:00,2026-05-06 19:54:00,0.6666666666666666,19
2025-12-01,EDP24172,Education,Ph.D. in Education,2026-05-06 18:05:00,2026-05-06 19:19:00,1.2333333333333334,18
2024-12-17,LLP23023,Linguistics and Language Technology,Ph.D. in Linguistics and Language Technology,2026-05-06 11:20:00,2026-05-06 14:18:00,2.966666666666667,11
2025-09-16,CHP20106,Chemical Sciences,Ph.D. in Chemical Sciences,2026-05-06 10:11:00,2026-05-06 14:46:00,4.583333333333333,10
2025-09-26,MBI25058,Molecular Biology & Biotechnology,Integrated M.Sc. Life Science,2026-05-06 18:01:00,2026-05-06 21:09:00,3.1333333333333333,18
2024-06-22,EEB23065,Electrical Engineering,B. Tech. in Electrical Engineering,2026-05-06 09:48:00,2026-05-06 14:38:00,4.833333333333333,9
2024-05-31,ASM23284,Assamese,M.A. in Assamese,2026-05-06 20:57:00,2026-05-06 01:18:00,-19.65,20
2025-08-21,CEB24155,Civil Engineering,B. Tech. in Civil Engineering,2026-05-06 02:25:00,2026-05-06 03:00:00,0.5833333333333334,2
2024-06-07,SOP21090,Sociology,Ph.D. in Sociology,2026-05-06 00:17:00,2026-05-06 03:00:00,2.716666666666667,0
2025-11-08,CSE25114,Computer Science & Engineering,M. Tech. in Data Science,2026-05-06 01:33:00,2026-05-06 03:00:00,1.45,1
2025-03-14,PHM21196,Physics,M. Sc. in Physics,2026-05-06 17:14:00,2026-05-06 22:40:00,5.433333333333334,17
2025-11-15,EEB20265,Electrical Engineering,B. Tech. in Electrical Engineering,2026-05-06 22:40:00,2026-05-06 03:00:00,-19.666666666666668,22
2026-03-30,PHP21201,Physics,Ph.D. in Physics,2026-05-06 21:25:00,2026-05-06 00:45:00,-20.666666666666668,21
2025-03-08,COP24206,Commerce,Ph.D. in Commerce,2026-05-06 12:41:00,2026-05-06 14:53:00,2.2,12
2025-01-09,EEP20135,Electrical Engineering,Ph.D. in Electrical Engineering,2026-05-06 13:00:00,2026-05-06 17:05:00,4.083333333333333,13
2024-12-10,LLP24150,Linguistics and Language Technology,Ph.D. in Linguistics and Language Technology,2026-05-06 16:46:00,2026-05-06 21:15:00,4.483333333333333,16
2024-09-26,EEP22035,Electrical Engineering,Ph.D. in Electrical Engineering,2026-05-06 12:47:00,2026-05-06 19:20:00,6.55,12
2025-10-25,HIP20280,Hindi,Ph.D. in Hindi,2026-05-06 15:22:00,2026-05-06 22:02:00,6.666666666666667,15
2024-11-29,EGI21283,English,Integrated M.A. in English,2026-05-06 00:26:00,2026-05-06 03:00:00,2.566666666666667,0
2025-01-01,CSB22064,Computer Science & Engineering,B. Tech. in Computer Science and Engineering,2026-05-06 12:55:00,2026-05-06 14:46:00,1.85,12
2025-05-06,CHP24193,Chemical Sciences,Ph.D. in Chemical Sciences,2026-05-06 09:15:00,2026-05-06 16:46:00,7.516666666666667,9
2025-04-03,FLB23228,Linguistics and Language Technology,BA in Chinese,2026-05-06 17:26:00,2026-05-06 18:57:00,1.5166666666666666,17
2025-01-06,ASM23284,Assamese,M.A. in Assamese,2026-05-06 19:34:00,2026-05-06 21:58:00,2.4,19
2025-12-09,FET25012,Food Engineering & Technology,M. Tech. in Food Engineering & Technology,2026-05-06 10:21:00,2026-05-06 14:39:00,4.3,10
2025-09-09,EDT21297,Electronics & Communication Engineering,M. Tech. in Electronics Design & Technology,2026-05-06 22:35:00,2026-05-06 03:00:00,-19.583333333333332,22
2024-10-17,WSP20286,Women Study,Ph.D. in Women Study,2026-05-06 00:47:00,2026-05-06 03:00:00,2.216666666666667,0
2026-03-14,HIM20177,Hindi,M. A. in Hindi,2026-05-06 20:49:00,2026-05-06 01:45:00,-19.066666666666666,20
2025-09-29,PHP21201,Physics,Ph.D. in Physics,2026-05-06 10:05:00,2026-05-06 16:14:00,6.15,10
2025-03-11,BAT24103,Business Administration,Master of Tourism & Travel Management,2026-05-06 20:18:00,2026-05-06 02:17:00,-18.016666666666666,20
2026-03-09,CST25279,Computer Science & Engineering,M. Tech. in Computer Science and Engineering,2026-05-06 14:01:00,2026-05-06 15:27:00,1.4333333333333333,14
2025-08-06,BAP21032,Business Administration,Ph.D. in Business Administration,2026-05-06 11:04:00,2026-05-06 14:28:00,3.4,11
2026-04-02,EGE25203,English,M. A. in English,2026-05-06 12:57:00,2026-05-06 13:54:00,0.95,12
2024-12-09,BAM21258,Business Administration,Master of Business Administration,2026-05-06 12:04:00,2026-05-06 16:43:00,4.65,12
2025-02-18,MBM24277,Molecular Biology & Biotechnology,M. Sc. in Molecular Biology and Biotechnology,2026-05-06 16:48:00,2026-05-06 20:36:00,3.8,16
2025-03-05,CEM23041,Civil Engineering,M. Tech. in Civil Engineering,2026-05-06 13:15:00,2026-05-06 15:04:00,1.8166666666666667,13
2024-08-11,FEB22146,Food Engineering & Technology,B. Tech. in Food Engineering and Technology,2026-05-06 13:45:00,2026-05-06 21:05:00,7.333333333333333,13
2024-12-21,EEP24268,Electrical Engineering,Ph.D. in Electrical Engineering,2026-05-06 20:05:00,2026-05-06 22:16:00,2.183333333333333,20
2025-03-25,CHI20141,Chemical Sciences,Integrated M.Sc. in Chemistry,2026-05-06 00:22:00,2026-05-06 03:00:00,2.6333333333333333,0
2024-11-05,FEB22146,Food Engineering & Technology,B. Tech. in Food Engineering and Technology,2026-05-06 09:13:00,2026-05-06 11:49:00,2.6,9
2024-10-08,LAM22176,Law,LLM,2026-05-06 12:02:00,2026-05-06 13:32:00,1.5,12
2024-07-02,EGI21049,English,Integrated M.A. in English,2026-05-06 23:57:00,2026-05-06 03:00:00,-20.95,23
2026-03-26,HIM23113,Hindi,M. A. in Hindi,2026-05-06 16:47:00,2026-05-06 00:18:00,-16.483333333333334,16
2024-12-28,PHP21201,Physics,Ph.D. in Physics,2026-05-06 13:56:00,2026-05-06 18:29:00,4.55,13
2025-02-13,EGP22186,English,Ph.D. in English,2026-05-06 00:46:00,2026-05-06 03:00:00,2.2333333333333334,0
2026-02-19,CSP25197,Computer Science & Engineering,Ph.D. in Computer Science & Engineering,2026-05-06 10:54:00,2026-05-06 15:24:00,4.5,10
2025-03-09,CSP23239,Computer Science & Engineering,Ph.D. in Computer Science & Engineering,2026-05-06 14:11:00,2026-05-06 19:57:00,5.766666666666667,14
2024-05-24,BAM21097,Business Administration,Master of Business Administration,2026-05-06 11:48:00,2026-05-06 18:03:00,6.25,11
